country,Timestamp,GHI,DNI,DHI,RH,WS
benin,2021-10-29 13:00:00,90.91481,257.07962,40.033333,96.85185,1.9222221
benin,2021-10-29 14:00:00,311.2357,636.83575,67.57857,89.95178,2.1
benin,2021-10-29 15:00:00,536.4237,746.87964,89.90339,81.16102,2.1966102
benin,2021-10-29 16:00:00,755.26,772.425,147.64333,74.175,2.8433335
benin,2021-10-29 17:00:00,841.835,603.58997,284.6717,69.28833,3.2066665
benin,2021-10-29 18:00:00,624.42,129.69,487.93167,65.445,2.9416666
benin,2021-10-29 19:00:00,492.89,171.315,314.58002,62.645,1.74
benin,2021-10-29 20:00:00,765.46,535.17664,263.74332,66.78333,2.5033333
benin,2021-10-29 21:00:00,780.0267,726.675,189.66333,61.003334,3.3
benin,2021-10-29 22:00:00,483.50833,471.96832,175.195,64.225,3.855
benin,2021-10-29 23:00:00,216.71832,145.97334,162.61667,72.854996,4.461667
benin,2021-10-30 00:00:00,93.005,37.82,86.87667,84.189995,3.4233332
benin,2021-10-30 01:00:00,1.6033332,0.010000001,1.5966667,86.079994,1.7333333
benin,2021-10-30 02:00:00,0.0,0.0,0.0,90.46,1.4300001
benin,2021-10-30 03:00:00,0.0,0.0,0.0,89.63,0.6483334
benin,2021-10-30 04:00:00,0.0,0.0,0.0,89.03,0.19833332
benin,2021-10-30 05:00:00,0.0,0.0016666667,0.0,89.25667,1.885
benin,2021-10-30 06:00:00,0.0,0.0,0.0,95.71,3.0716667
benin,2021-10-30 07:00:00,0.0,0.0,0.0,95.39,1.7683333
benin,2021-10-30 08:00:00,0.0,0.0,0.0,95.35833,2.2966666
benin,2021-10-30 09:00:00,0.0,0.0,0.0,96.168335,1.1083333
benin,2021-10-30 10:00:00,0.0,0.0,0.0,96.168335,1.1550001
benin,2021-10-30 11:00:00,0.0,0.0,0.0,96.43276,0.07413793
benin,2021-10-30 12:00:00,18.04717,0.056603774,17.918869,97.36227,0.035849057
benin,2021-10-30 13:00:00,64.06727,1.0272727,63.287273,97.016365,1.1036364
benin,2021-10-30 14:00:00,62.531578,0.021052632,62.2807,96.41228,1.4491228
benin,2021-10-30 15:00:00,21.341667,0.0,21.72,99.475,2.6483333
benin,2021-10-30 16:00:00,61.433334,0.025,61.43,97.67834,3.8516667
benin,2021-10-30 17:00:00,89.82333,0.11,89.829994,97.81834,3.2266665
benin,2021-10-30 18:00:00,416.60165,15.318333,396.13498,94.958336,3.275
benin,2021-10-30 19:00:00,293.68167,1.325,291.76666,88.20167,2.0016665
benin,2021-10-30 20:00:00,90.98667,0.07000001,90.689995,92.84334,1.0266666
benin,2021-10-30 21:00:00,134.89166,0.32333332,134.06667,96.278336,1.1733334
benin,2021-10-30 22:00:00,39.106667,0.16333334,39.688335,94.564995,1.73
benin,2021-10-30 23:00:00,5.7283335,0.0,6.3233333,95.97834,0.11166667
benin,2021-10-31 00:00:00,0.0,0.0,0.0,98.060005,0.22833332
benin,2021-10-31 01:00:00,0.0,0.0,0.0,98.81167,0.32999998
benin,2021-10-31 02:00:00,0.0,0.0,0.0,99.09167,0.035000004
benin,2021-10-31 03:00:00,0.0,0.0,0.0,99.753334,0.39666665
benin,2021-10-31 04:00:00,0.0,0.0,0.0,99.471664,0.505
benin,2021-10-31 05:00:00,0.0,0.0,0.0,99.72834,0.21666667
benin,2021-10-31 06:00:00,0.0,0.0,0.0,100.0,0.4883333
benin,2021-10-31 07:00:00,0.0,0.0,0.0,99.835,0.7083333
benin,2021-10-31 08:00:00,0.0,0.0,0.0,99.64833,1.1683333
benin,2021-10-31 09:00:00,0.0,0.0,0.0,99.69661,0.8915254
benin,2021-10-31 10:00:00,0.0,0.0,0.0,99.98333,0.0016666667
benin,2021-10-31 11:00:00,22.764912,0.047368422,22.66842,100.0,0.005263158
benin,2021-10-31 12:00:00,244.28474,120.37796,197.00679,96.506775,1.4288136
benin,2021-10-31 13:00:00,376.8963,96.26297,320.17776,89.23519,2.5962963
benin,2021-10-31 14:00:00,743.7379,546.78107,340.5069,83.01552,2.7775862
benin,2021-10-31 15:00:00,994.93335,813.7233,277.20667,78.060005,3.4366667
benin,2021-10-31 16:00:00,662.9967,181.89835,473.00333,73.53833,2.49
benin,2021-10-31 17:00:00,687.9617,284.50165,399.18167,69.628334,2.2683334
benin,2021-10-31 18:00:00,893.3434,533.61664,391.355,67.34334,3.2716668
benin,2021-10-31 19:00:00,298.87833,61.381664,247.37834,72.075,4.6549997
benin,2021-10-31 20:00:00,27.241667,0.07833334,27.118334,82.21333,3.6899998
benin,2021-10-31 21:00:00,6.2533336,0.0,6.4866667,95.02166,1.4983333
benin,2021-10-31 22:00:00,1.3316667,0.0,1.5,97.30167,0.72333336
benin,2021-10-31 23:00:00,0.0,0.0,0.0,97.46,1.0783333
benin,2021-11-01 00:00:00,0.0,0.0,0.0,97.49833,0.22166666
benin,2021-11-01 01:00:00,0.0,0.0,0.0,98.92834,0.6016666
benin,2021-11-01 02:00:00,0.0,0.0,0.0,99.098335,0.5683333
benin,2021-11-01 03:00:00,0.0,0.0,0.0,98.88,0.065000005
benin,2021-11-01 04:00:00,0.0,0.0,0.0,99.28833,0.6566667
benin,2021-11-01 05:00:00,0.0,0.0,0.0,99.695,0.30833334
benin,2021-11-01 06:00:00,0.0,0.0,0.0,99.39,0.76
benin,2021-11-01 07:00:00,0.0,0.0,0.0,96.98667,1.2483333
benin,2021-11-01 08:00:00,0.0,0.0,0.0,97.715,0.62666667
benin,2021-11-01 09:00:00,0.0,0.0,0.0,99.62,0.30833334
benin,2021-11-01 10:00:00,1.2816666,0.0,1.2666667,99.79833,0.123333335
benin,2021-11-01 11:00:00,60.552544,0.06779661,60.06102,99.23051,0.0
benin,2021-11-01 12:00:00,248.83667,11.808333,241.05167,95.35334,1.7833333
benin,2021-11-01 13:00:00,551.8614,235.71228,371.94736,87.59298,2.6087718
benin,2021-11-01 14:00:00,701.5758,366.3224,383.6638,80.5638,2.3448277
